"Anochetus.diegensis","Anochetus.horridus","Anochetus.mayri","Ectatomma.brunneum","Ectatomma.lugens","Ectatomma.tuberculatum","Gnamptogenys.curvoclypeata","Gnamptogenys.ericae","Gnamptogenys.haenschi","Gnamptogenys.horni","Gnamptogenys.tortuolosa","Gnamtogenys.pleurodon","Holcoponera.bisulca","Holcoponera.dichotoma","Holcoponera.striatula","Hypoponera.fiebrigi.var.antoniensis","Hypoponera.trigona","Mayaponera.constricta","Neoponera.apicalis","Neoponera.commutata","Neoponera.inversa","Neoponera.laevigata","Neoponera.obscuricornis","Odontomachus.bauri","Odontomachus.brunneus","Odontomachus.haematodus","Odontomachus.hastatus","Odontomachus.mayi","Pachycondyla.crassinoda","Pachycondyla.harpax","Pachycondyla.impressa","Pachycondyla.lattkei","Paraponera.clavata","Ponerocantha.enodis"
8,0,1,22,0,6,0,0,0,0,1,0,0,2,20,0,3,13,1,2,0,0,1,0,0,43,0,0,17,15,3,0,1,8
